,Name,Description,geometry
331,kml_332,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 622D  STR_NAME PUNGGOL CENTRAL  UNIT_NO 6  POSTCODE 824622  LIC_NO NE13M11K000  INC_CRC BF0F0FB5EA7C572A  FMEL_UPD_D 20171129183653 ,POINT Z (103.91053692695 1.40053114255394 0)
332,kml_333,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 26  STR_NAME JALAN MEMBINA  UNIT_NO 7  POSTCODE 161026  LIC_NO CE11C49E000  INC_CRC 4B9FC10E8288D387  FMEL_UPD_D 20171129183653 ,POINT Z (103.825595755974 1.28263437748971 0)
333,kml_334,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 4  STR_NAME HILLVIEW RISE  UNIT_NO 7  POSTCODE 667979  LIC_NO SW14542A000  INC_CRC BC39CA3A2186F0FF  FMEL_UPD_D 20171129183653 ,POINT Z (103.76417292134 1.36267450256161 0)
334,kml_335,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 845  STR_NAME GEYLANG ROAD  UNIT_NO 8  POSTCODE 400845  LIC_NO E02048C000  INC_CRC 431ADABEDA19B75B  FMEL_UPD_D 20171129183653 ,POINT Z (103.894289394701 1.3165446779962 0)
335,kml_336,Attributes LIC_NAME TANESEI RETAILING PTE. LTD.  BLK_HOUSE 112  STR_NAME EAST COAST ROAD  UNIT_NO 9  POSTCODE 428802  LIC_NO SE11A69V000  INC_CRC 6ADEFEBCFB907C4C  FMEL_UPD_D 20171129183653 ,POINT Z (103.905014934935 1.30523472024853 0)
336,kml_337,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 446  STR_NAME FAJAR ROAD  UNIT_NO 1  POSTCODE 670446  LIC_NO NW17421C000  INC_CRC 1635D8713E8BB1C0  FMEL_UPD_D 20171129183653 ,POINT Z (103.771029612234 1.38400581939075 0)
337,kml_338,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 475  STR_NAME CHOA CHU KANG AVENUE 3  UNIT_NO 1  POSTCODE 680475  LIC_NO J02010E000  INC_CRC B55F09E3E2D3C583  FMEL_UPD_D 20171129183653 ,POINT Z (103.73893180394 1.37805613765446 0)
338,kml_339,Attributes LIC_NAME U STARS PTE. LTD.  BLK_HOUSE 810  STR_NAME CHOA CHU KANG AVENUE 7  UNIT_NO 1  POSTCODE 680810  LIC_NO SW16D52V000  INC_CRC 8B8C2E118EBB3598  FMEL_UPD_D 20171129183653 ,POINT Z (103.746160084444 1.37405796748332 0)
339,kml_340,Attributes LIC_NAME FORTUNE SUPERMARKET PTE. LTD.  BLK_HOUSE 780  STR_NAME WOODLANDS CRESCENT  UNIT_NO 1  POSTCODE 730780  LIC_NO NW15220L000  INC_CRC 6C0F13C3F87F6654  FMEL_UPD_D 20171129183653 ,POINT Z (103.801057153449 1.44834154204666 0)
340,kml_341,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 505  STR_NAME CANBERRA LINK  UNIT_NO 1  POSTCODE 750505  LIC_NO NW16763X000  INC_CRC 733B18B4ACCAF368  FMEL_UPD_D 20171129183653 ,POINT Z (103.822534722305 1.45026201712259 0)
341,kml_342,Attributes LIC_NAME U STARS SUPERMARKET PTE. LTD.  BLK_HOUSE 218  STR_NAME SUMANG WALK  UNIT_NO 1  POSTCODE 820218  LIC_NO NE16747J000  INC_CRC 6801753CCE93D6C0  FMEL_UPD_D 20171129183653 ,POINT Z (103.895387026654 1.40322711960687 0)
342,kml_343,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 301  STR_NAME PUNGGOL CENTRAL  UNIT_NO 1  POSTCODE 820301  LIC_NO NE09359K000  INC_CRC 368A58B59E61ED3A  FMEL_UPD_D 20171129183653 ,POINT Z (103.906138013326 1.40371939366127 0)
343,kml_344,Attributes LIC_NAME ANG MO SUPERMARKET PTE LTD  BLK_HOUSE 639  STR_NAME PUNGGOL DRIVE  UNIT_NO 1  POSTCODE 820639  LIC_NO NE10113B000  INC_CRC 744B7E524E86F37A  FMEL_UPD_D 20171129183653 ,POINT Z (103.916054504161 1.39946117297002 0)
344,kml_345,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 671  STR_NAME EDGEFIELD PLAINS  UNIT_NO 1  POSTCODE 820671  LIC_NO NE15611B000  INC_CRC 88A54805C5AC09E5  FMEL_UPD_D 20171129183653 ,POINT Z (103.911991279242 1.40566047542135 0)
345,kml_346,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 1  STR_NAME JALAN BERSEH  UNIT_NO 2  POSTCODE 209037  LIC_NO E02140N000  INC_CRC 0345D533171F248C  FMEL_UPD_D 20171129183653 ,POINT Z (103.857010987509 1.30778510070706 0)
346,kml_347,Attributes LIC_NAME SWISS BUTCHERY PTE LTD  BLK_HOUSE 56  STR_NAME TANGLIN ROAD  UNIT_NO 2  POSTCODE 247964  LIC_NO CE08808B000  INC_CRC D99248D34354E1BE  FMEL_UPD_D 20171129183653 ,POINT Z (103.822962948156 1.30561167116125 0)
347,kml_348,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 501  STR_NAME BUKIT TIMAH ROAD  UNIT_NO 2  POSTCODE 259760  LIC_NO CE06464C000  INC_CRC D1ABF0A0B5C637CE  FMEL_UPD_D 20171129183653 ,POINT Z (103.814245545298 1.32257317593847 0)
348,kml_349,Attributes LIC_NAME CP MANAGEMENT SERVICES PRIVATE LIMITED  BLK_HOUSE 80  STR_NAME TANAH MERAH COAST ROAD  UNIT_NO 2  POSTCODE 498820  LIC_NO SE11799C000  INC_CRC 599829D46E4420F1  FMEL_UPD_D 20171129183653 ,POINT Z (104.003578458884 1.32674394478206 0)
349,kml_350,Attributes LIC_NAME VINAYAK TRADERS PTE. LTD.  BLK_HOUSE 27  STR_NAME PENJURU WALK  UNIT_NO 8/9  POSTCODE 608538  LIC_NO SW14A33P000  INC_CRC A0432C0990529075  FMEL_UPD_D 20180222094454 ,POINT Z (103.732882480415 1.31923811377776 0)
350,kml_351,Attributes LIC_NAME TASTE (SINGAPORE) PRIVATE LIMITED  BLK_HOUSE 118  STR_NAME HOLLAND AVENUE  UNIT_NO 1/10  POSTCODE 278997  LIC_NO CE17174A000  INC_CRC DBF9D2A6796F3D09  FMEL_UPD_D 20180222094454 ,POINT Z (103.796105205941 1.31052978656723 0)
351,kml_352,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 18  STR_NAME YISHUN AVENUE 9  UNIT_NO 6/10  POSTCODE 768897  LIC_NO NW16388B000  INC_CRC C02858D0C7FCA12C  FMEL_UPD_D 20180222094454 ,POINT Z (103.84160082548 1.43303198083989 0)
352,kml_353,Attributes LIC_NAME PRIME SUPERMARKET (1996) PTE LTD  BLK_HOUSE 253  STR_NAME CHOA CHU KANG AVENUE 1  UNIT_NO 7/10  POSTCODE 680253  LIC_NO J02018L000  INC_CRC 46CC84CC4F0D3913  FMEL_UPD_D 20180222094454 ,POINT Z (103.744383226701 1.37743962647899 0)
353,kml_354,Attributes LIC_NAME CAVEMEN PTE. LTD.  BLK_HOUSE 1  STR_NAME JALAN DUSUN  UNIT_NO 9/10  POSTCODE 329363  LIC_NO CE17A77E000  INC_CRC F4449940E4C4ABD0  FMEL_UPD_D 20180222094454 ,POINT Z (103.843674239785 1.32696540868721 0)
354,kml_355,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 442  STR_NAME ORCHARD ROAD  UNIT_NO 1/11  POSTCODE 238879  LIC_NO CE15577J000  INC_CRC 989ED1BC8569B55D  FMEL_UPD_D 20180222094454 ,POINT Z (103.828164400669 1.30766861522346 0)
355,kml_356,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 176  STR_NAME ORCHARD ROAD  UNIT_NO 9/11  POSTCODE 238843  LIC_NO W89166E000  INC_CRC 17CFC6C924B84529  FMEL_UPD_D 20180222094454 ,POINT Z (103.839758898411 1.30197804716068 0)
356,kml_357,Attributes LIC_NAME PRIME SUPERMARKET (1996) PTE LTD  BLK_HOUSE 50  STR_NAME NANYANG AVENUE  UNIT_NO 1/26  POSTCODE 639798  LIC_NO SW15D03B000  INC_CRC 1D5749FF4E6AF346  FMEL_UPD_D 20180222094454 ,POINT Z (103.6788181373 1.3467646554181 0)
357,kml_358,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 2  STR_NAME FIRST STREET  UNIT_NO 5/16  POSTCODE 458278  LIC_NO SE13S89V000  INC_CRC 30A8716BD32C4F42  FMEL_UPD_D 20180222094454 ,POINT Z (103.92365787344 1.31275329888806 0)
358,kml_359,Attributes LIC_NAME MOHAMAD DAMAR HULAN BIN OSMAN  BLK_HOUSE 212  STR_NAME CHANGI ROAD  UNIT_NO   POSTCODE 419735  LIC_NO SE12H46E000  INC_CRC 91358F6644582728  FMEL_UPD_D 20180222094454 ,POINT Z (103.903965194579 1.31714973629572 0)
359,kml_360,Attributes LIC_NAME THE FOODSPREE PTE LTD  BLK_HOUSE 162  STR_NAME JOO CHIAT ROAD  UNIT_NO 1  POSTCODE 427437  LIC_NO SE17760J000  INC_CRC 6B70C98334A7900E  FMEL_UPD_D 20171129183653 ,POINT Z (103.899711254654 1.31290445966393 0)
360,kml_361,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 15  STR_NAME SIGLAP ROAD  UNIT_NO 1  POSTCODE 448912  LIC_NO SE06112L000  INC_CRC B31A9CAEF4BD12EC  FMEL_UPD_D 20171129183653 ,POINT Z (103.923769733618 1.30706067505236 0)
361,kml_362,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 348  STR_NAME BEDOK ROAD  UNIT_NO 1  POSTCODE 469560  LIC_NO E02047E000  INC_CRC 4835124FDE1C7B9A  FMEL_UPD_D 20171129183653 ,POINT Z (103.948257061053 1.33142685592296 0)
362,kml_363,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 739A  STR_NAME BEDOK RESERVOIR ROAD  UNIT_NO 1  POSTCODE 471739  LIC_NO S02048B000  INC_CRC 40A738BBDE9EE8FA  FMEL_UPD_D 20171129183653 ,POINT Z (103.9233039386 1.33824202544731 0)
363,kml_364,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 440  STR_NAME PASIR RIS DRIVE 4  UNIT_NO 1  POSTCODE 510440  LIC_NO S02033P000  INC_CRC 353C727A2E363784  FMEL_UPD_D 20171129183653 ,POINT Z (103.958647646173 1.36899800601439 0)
364,kml_365,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 527D  STR_NAME PASIR RIS STREET 51  UNIT_NO 1  POSTCODE 514527  LIC_NO NE15276N000  INC_CRC C214942E4161701D  FMEL_UPD_D 20171129183653 ,POINT Z (103.947922430563 1.36968624846978 0)
365,kml_366,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 982  STR_NAME BUANGKOK CRESCENT  UNIT_NO 1  POSTCODE 530982  LIC_NO S02185J000  INC_CRC 031E40D3FEF38A83  FMEL_UPD_D 20171129183653 ,POINT Z (103.879309100327 1.380850346979 0)
366,kml_367,Attributes LIC_NAME L M MEAT PTE. LTD.  BLK_HOUSE 10  STR_NAME SINARAN DRIVE  UNIT_NO 55  POSTCODE 307506  LIC_NO CE07T39B000  INC_CRC 3FF83B006D88AA4B  FMEL_UPD_D 20180711174048 ,POINT Z (103.843892126913 1.32042967863542 0)
367,kml_368,Attributes LIC_NAME FISHOP PTE. LTD.  BLK_HOUSE 370  STR_NAME ALEXANDRA ROAD  UNIT_NO 58  POSTCODE 159953  LIC_NO CE07B77K000  INC_CRC 28E3628D4568AB92  FMEL_UPD_D 20180711174048 ,POINT Z (103.805009970565 1.2886146910195 0)
368,kml_369,Attributes LIC_NAME HONG HENG SENG  BLK_HOUSE 5  STR_NAME BANDA STREET  UNIT_NO 92  POSTCODE 50005  LIC_NO W02076J000  INC_CRC 6E74948EC7D9ED8B  FMEL_UPD_D 20180711174048 ,POINT Z (103.843437329467 1.2811973776484 0)
369,kml_370,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 2  STR_NAME JURONG EAST STREET 21  UNIT_NO 100  POSTCODE 609601  LIC_NO C02026X000  INC_CRC 5667B9EA3683CA7E  FMEL_UPD_D 20180711174048 ,POINT Z (103.746638245311 1.33502430397913 0)
370,kml_371,Attributes LIC_NAME U STARS SUPERMARKET PTE. LTD.  BLK_HOUSE 345  STR_NAME CLEMENTI AVENUE 5  UNIT_NO 78  POSTCODE 120345  LIC_NO C02047J000  INC_CRC 01D0EB935D16A631  FMEL_UPD_D 20171129183653 ,POINT Z (103.769076732946 1.31770281913597 0)
371,kml_372,Attributes LIC_NAME KEK HONG HENG  BLK_HOUSE 23  STR_NAME PENJURU WALK  UNIT_NO 81  POSTCODE 608537  LIC_NO SW11512N000  INC_CRC FE19D2BDE3D1F3D8  FMEL_UPD_D 20171129183653 ,POINT Z (103.731948910121 1.31800981292651 0)
372,kml_373,Attributes LIC_NAME LIM KING CHEW  BLK_HOUSE 6  STR_NAME HOUGANG AVENUE 3  UNIT_NO 82  POSTCODE 530006  LIC_NO S02025P000  INC_CRC 1A895F32C8AE029B  FMEL_UPD_D 20171129183653 ,POINT Z (103.893980506642 1.36271446207954 0)
373,kml_374,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 80  STR_NAME MARINE PARADE ROAD  UNIT_NO 84  POSTCODE 449269  LIC_NO E02027N000  INC_CRC 8F1010F8C89F11EE  FMEL_UPD_D 20171129183653 ,POINT Z (103.905113590458 1.30119131472187 0)
374,kml_375,Attributes LIC_NAME PRIME SUPERMARKET (1996) PTE LTD  BLK_HOUSE 18  STR_NAME BEDOK SOUTH ROAD  UNIT_NO 87  POSTCODE 460018  LIC_NO E75097C000  INC_CRC 8F06CB55CF827A37  FMEL_UPD_D 20171129183653 ,POINT Z (103.934734229515 1.3206250589085 0)
375,kml_376,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 18  STR_NAME TECK WHYE LANE  UNIT_NO 95  POSTCODE 680018  LIC_NO SW11423N000  INC_CRC 3E77913DDFAFABC6  FMEL_UPD_D 20171129183653 ,POINT Z (103.754071407342 1.37829768231985 0)
376,kml_377,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 118  STR_NAME ALJUNIED AVENUE 2  UNIT_NO 100  POSTCODE 380118  LIC_NO E02045K000  INC_CRC 1914E450786226A9  FMEL_UPD_D 20171129183653 ,POINT Z (103.887363072166 1.32000040915087 0)
377,kml_378,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 4  STR_NAME LORONG 7 TOA PAYOH  UNIT_NO 107  POSTCODE 310004  LIC_NO S97079B000  INC_CRC E5C75EE5144F7D35  FMEL_UPD_D 20171129183653 ,POINT Z (103.855541071679 1.33904479825353 0)
378,kml_379,Attributes LIC_NAME MCP FAIRMART PTE LTD  BLK_HOUSE 89  STR_NAME BEDOK NORTH STREET 4  UNIT_NO 107  POSTCODE 460089  LIC_NO SE04109X000  INC_CRC 47C2F9061840D0BB  FMEL_UPD_D 20171129183653 ,POINT Z (103.938051292004 1.33233467983413 0)
379,kml_380,Attributes LIC_NAME ONE EIGHT SHOP PTE. LTD.  BLK_HOUSE 104  STR_NAME JURONG EAST STREET 13  UNIT_NO 110  POSTCODE 600104  LIC_NO C02051P000  INC_CRC 6AFBF09ADA48B550  FMEL_UPD_D 20171129183653 ,POINT Z (103.737623311665 1.33658465251142 0)
380,kml_381,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 376  STR_NAME BUKIT BATOK STREET 31  UNIT_NO 116  POSTCODE 650376  LIC_NO J02021A000  INC_CRC 14691F27403F0437  FMEL_UPD_D 20171129183653 ,POINT Z (103.749579874348 1.35831704701199 0)
381,kml_382,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 509  STR_NAME BEDOK NORTH STREET 3  UNIT_NO 121  POSTCODE 460509  LIC_NO E02033X000  INC_CRC DBC4E5F58BFBC41A  FMEL_UPD_D 20171129183653 ,POINT Z (103.931091390123 1.33306648172659 0)
382,kml_383,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 487B  STR_NAME TAMPINES STREET 45  UNIT_NO 123  POSTCODE 521487  LIC_NO NE16875P000  INC_CRC E3FAC5AE02485B70  FMEL_UPD_D 20171129183653 ,POINT Z (103.958247655538 1.3599856700583 0)
383,kml_384,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 102  STR_NAME YISHUN AVENUE 5  UNIT_NO 125  POSTCODE 760102  LIC_NO NW04014P000  INC_CRC 502E558822C8BBB2  FMEL_UPD_D 20171129183653 ,POINT Z (103.828762985206 1.43061828496815 0)
384,kml_385,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 8  STR_NAME TELOK BLANGAH CRESCENT  UNIT_NO 171  POSTCODE 90008  LIC_NO W74072X000  INC_CRC 4D8CBBA81AEA0B48  FMEL_UPD_D 20171129183653 ,POINT Z (103.819341304521 1.2777953943487 0)
385,kml_386,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 21  STR_NAME GHIM MOH ROAD  UNIT_NO 177  POSTCODE 270021  LIC_NO C79031J000  INC_CRC B6E8BEA1549C78B1  FMEL_UPD_D 20171129183653 ,POINT Z (103.788532895746 1.31008118565207 0)
386,kml_387,Attributes LIC_NAME PRIME SUPERMARKET LIMITED  BLK_HOUSE 159  STR_NAME BUKIT BATOK STREET 11  UNIT_NO 178  POSTCODE 650159  LIC_NO SW04097K000  INC_CRC 7CE6D616AAB9E0B8  FMEL_UPD_D 20171129183653 ,POINT Z (103.742708640389 1.34857536716152 0)
387,kml_388,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 845  STR_NAME YISHUN STREET 81  UNIT_NO 184  POSTCODE 760845  LIC_NO B02008E000  INC_CRC F73842A56A4B09A1  FMEL_UPD_D 20171129183653 ,POINT Z (103.835000770936 1.41601879836322 0)
388,kml_389,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 306  STR_NAME UBI AVENUE 1  UNIT_NO 185  POSTCODE 400306  LIC_NO E02030B000  INC_CRC 24FC585C5D8DC210  FMEL_UPD_D 20171129183653 ,POINT Z (103.901929745106 1.32987219697453 0)
389,kml_390,Attributes LIC_NAME ANG MO SUPERMARKET PTE LTD  BLK_HOUSE 642  STR_NAME HOUGANG AVENUE 8  UNIT_NO 197  POSTCODE 530642  LIC_NO S93171X000  INC_CRC 5FADCA4B621EA5B3  FMEL_UPD_D 20171129183653 ,POINT Z (103.879938988612 1.37170342503995 0)
390,kml_391,Attributes LIC_NAME EN FROZEN PTE LTD  BLK_HOUSE 1  STR_NAME GEYLANG SERAI  UNIT_NO 198  POSTCODE 402001  LIC_NO SE11317V000  INC_CRC B550DA1FD304D649  FMEL_UPD_D 20171129183653 ,POINT Z (103.89797741752 1.31672515166437 0)
391,kml_392,Attributes LIC_NAME LAURELS FOODS SUPPLIERS PTE LTD  BLK_HOUSE 2  STR_NAME PANDAN VALLEY  UNIT_NO 204  POSTCODE 597626  LIC_NO C02031B000  INC_CRC BB27373EF4F27873  FMEL_UPD_D 20171129183653 ,POINT Z (103.778972465008 1.32044171174546 0)
392,kml_393,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 925  STR_NAME YISHUN CENTRAL 1  UNIT_NO 211  POSTCODE 760925  LIC_NO B02038P000  INC_CRC D235B3C4A58CE395  FMEL_UPD_D 20171129183653 ,POINT Z (103.837125285904 1.42750547876461 0)
393,kml_394,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 301  STR_NAME WOODLANDS STREET 31  UNIT_NO 217  POSTCODE 730301  LIC_NO B02017C000  INC_CRC 64A8DFCD999CAD56  FMEL_UPD_D 20171129183653 ,POINT Z (103.773515667645 1.43150526868815 0)
394,kml_395,Attributes LIC_NAME TEO BOBBY  BLK_HOUSE 253  STR_NAME SERANGOON CENTRAL DRIVE  UNIT_NO 241  POSTCODE 550253  LIC_NO SE05117K000  INC_CRC D114617AB5581E84  FMEL_UPD_D 20171129183653 ,POINT Z (103.870756830653 1.35367102829776 0)
395,kml_396,Attributes LIC_NAME SHAHUL HAMEED S/O ABDUSALAM  BLK_HOUSE 280  STR_NAME TAMPINES STREET 22  UNIT_NO 244  POSTCODE 520280  LIC_NO NE10213X000  INC_CRC 8BAE5210234A53DA  FMEL_UPD_D 20171129183653 ,POINT Z (103.951702778283 1.34753518989402 0)
396,kml_397,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 284  STR_NAME BUKIT BATOK EAST AVENUE 3  UNIT_NO 251  POSTCODE 650284  LIC_NO SW07070J000  INC_CRC 3652B729F46A939A  FMEL_UPD_D 20171129183653 ,POINT Z (103.757276703167 1.34669905043909 0)
397,kml_398,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 266  STR_NAME SERANGOON CENTRAL DRIVE  UNIT_NO 255  POSTCODE 550266  LIC_NO E02028L000  INC_CRC F3867F9163763643  FMEL_UPD_D 20171129183653 ,POINT Z (103.871472859034 1.35323163805116 0)
398,kml_399,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 56  STR_NAME MARINE TERRACE  UNIT_NO 259  POSTCODE 440056  LIC_NO SE09608P000  INC_CRC 8CE628CE4303B82E  FMEL_UPD_D 20171129183653 ,POINT Z (103.915376080603 1.30560570262798 0)
399,kml_400,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 18B  STR_NAME CIRCUIT ROAD  UNIT_NO 260  POSTCODE 372018  LIC_NO SE16233J000  INC_CRC B7D0FE08A8967DDA  FMEL_UPD_D 20171129183653 ,POINT Z (103.888248444761 1.32918105553869 0)
400,kml_401,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 293  STR_NAME YISHUN STREET 22  UNIT_NO 261  POSTCODE 760293  LIC_NO B02039N000  INC_CRC 51FA7180CB382D8D  FMEL_UPD_D 20171129183653 ,POINT Z (103.837605239088 1.4361142481059 0)
401,kml_402,Attributes LIC_NAME PRIME SUPERMARKET (1996) PTE LTD  BLK_HOUSE 142  STR_NAME TECK WHYE LANE  UNIT_NO 281  POSTCODE 680142  LIC_NO J02020B000  INC_CRC FF01CED19928BCFB  FMEL_UPD_D 20171129183653 ,POINT Z (103.751954418498 1.38079049151902 0)
402,kml_403,Attributes LIC_NAME TAN CHUAN BOON  BLK_HOUSE 309  STR_NAME HOUGANG AVENUE 5  UNIT_NO 293  POSTCODE 530309  LIC_NO S02031V000  INC_CRC F8DE90AE393B33DE  FMEL_UPD_D 20171129183653 ,POINT Z (103.895144898127 1.36620942758889 0)
403,kml_404,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 108  STR_NAME MCNAIR ROAD  UNIT_NO 295  POSTCODE 321108  LIC_NO CE04558K000  INC_CRC 4CC1CB0B8B0201C4  FMEL_UPD_D 20171129183653 ,POINT Z (103.859382727107 1.32161904109972 0)
404,kml_405,Attributes LIC_NAME PRIME SUPERMARKET LIMITED  BLK_HOUSE 962  STR_NAME JURONG WEST STREET 91  UNIT_NO 300  POSTCODE 640962  LIC_NO J02019K000  INC_CRC D51B8945FA526A74  FMEL_UPD_D 20171129183653 ,POINT Z (103.691483120672 1.34201783432949 0)
405,kml_406,Attributes LIC_NAME MCP FAIRMART PTE LTD  BLK_HOUSE 135  STR_NAME JURONG GATEWAY ROAD  UNIT_NO 317  POSTCODE 600135  LIC_NO SW16H72K000  INC_CRC 6D7812A14417D165  FMEL_UPD_D 20171129183653 ,POINT Z (103.739371389066 1.33375343289468 0)
406,kml_407,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 115  STR_NAME BEDOK NORTH ROAD  UNIT_NO 319  POSTCODE 460115  LIC_NO E03034J000  INC_CRC E18CE8EB9090BFA4  FMEL_UPD_D 20171129183653 ,POINT Z (103.936865411478 1.33143368800346 0)
407,kml_408,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 74  STR_NAME WHAMPOA DRIVE  UNIT_NO 332  POSTCODE 320074  LIC_NO CE12695A000  INC_CRC 8AB069D8BF67D549  FMEL_UPD_D 20171129183653 ,POINT Z (103.857752875465 1.32471580637604 0)
408,kml_409,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME COVE AVENUE  UNIT_NO   POSTCODE 98537  LIC_NO SW12G71E000  INC_CRC C3D5F929E0BF74E9  FMEL_UPD_D 20171129183654 ,POINT Z (103.839555012608 1.2471504063107 0)
409,kml_410,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME MARITIME SQUARE  UNIT_NO   POSTCODE 99253  LIC_NO C03010C000  INC_CRC 41CC26A55FE32FD1  FMEL_UPD_D 20171129183654 ,POINT Z (103.818625588159 1.26206336450486 0)
410,kml_411,Attributes LIC_NAME L M MEAT PTE. LTD.  BLK_HOUSE 154  STR_NAME WEST COAST ROAD  UNIT_NO 14  POSTCODE 127371  LIC_NO SW13368A000  INC_CRC 50EDCA333459AAED  FMEL_UPD_D 20171129183653 ,POINT Z (103.76528451751 1.30358269052594 0)
411,kml_412,Attributes LIC_NAME U STARS PTE. LTD.  BLK_HOUSE 817  STR_NAME KEAT HONG LINK  UNIT_NO 14  POSTCODE 680817  LIC_NO SW17728C000  INC_CRC 7BD5B543B421E5B1  FMEL_UPD_D 20171129183653 ,POINT Z (103.749700044104 1.3775438427841 0)
412,kml_413,Attributes LIC_NAME GURU'S MARKETING PTE. LTD.  BLK_HOUSE 27  STR_NAME PENJURU WALK  UNIT_NO 15  POSTCODE 608538  LIC_NO SW14A98C000  INC_CRC A0432C09253BE603  FMEL_UPD_D 20171129183653 ,POINT Z (103.732882480415 1.31923811377776 0)
413,kml_414,Attributes LIC_NAME ISETAN (SINGAPORE) LIMITED?  BLK_HOUSE 350  STR_NAME ORCHARD ROAD  UNIT_NO 0  POSTCODE 238868  LIC_NO W02078C000  INC_CRC 3C154CA4E781061B  FMEL_UPD_D 20171129183653 ,POINT Z (103.831507328438 1.3058097922131 0)
414,kml_415,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 420A  STR_NAME CLEMENTI AVENUE 1  UNIT_NO 1  POSTCODE 121420  LIC_NO SW12M67E000  INC_CRC DE18128F153BF8DA  FMEL_UPD_D 20171129183653 ,POINT Z (103.768637301316 1.30973331408822 0)
